,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
0,0,0,I-200-09198-587210,CERTIFIED-WITHDRAWN,H-1B,XPEDITE TECHNOLOGIES INC,COLUMBIA,MD,15-1071,Network and Computer Systems Administrators,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,Y,51022.0,Year,0,0,2010,Computer and Mathematical Occupations
1,1,1,I-200-09203-879743,CERTIFIED-WITHDRAWN,H-1B,CYBER RESOURCE GROUP INC,NORTH BRUNSWICK,NJ,15-1071,Computer Programmers,PROGRAMMER  ANALYST,Y,70013.0,Year,0,1,2010,Computer and Mathematical Occupations
2,2,2,I-200-09205-901931,CERTIFIED-WITHDRAWN,H-1B,"MICRON TECHNOLOGY, INC.",BOISE,ID,15-1071,"Computer Software Engineers, Applications",SALES REPORTING ANALYST,Y,62304.78,Year,0,1,2010,Computer and Mathematical Occupations
3,3,3,I-200-09211-683464,CERTIFIED-WITHDRAWN,H-1B,"NATIONAL INSTITUTES OF HEALTH, HHS",BETHESDA,MD,15-1071,Biochemists and Biophysicists,RESEARCH FELLOW,Y,79627.0,Year,0,0,2010,Computer and Mathematical Occupations
4,4,4,I-200-09218-546645,CERTIFIED-WITHDRAWN,H-1B,"MARLABS, INC",PISCATAWAY,NJ,15-1071,Computer Programmers,PROGRAMMER/ANALYST,Y,64000.0,Year,0,0,2010,Computer and Mathematical Occupations
5,5,5,I-200-09219-394937,CERTIFIED-WITHDRAWN,H-1B,"MARLABS, INC",PISCATAWAY,NJ,15-1071,Computer Programmers,PROGRAMMER/ANALYST,Y,66000.0,Year,0,0,2010,Computer and Mathematical Occupations
6,6,6,I-200-09209-650136,CERTIFIED-WITHDRAWN,H-1B,XPEDITE TECHNOLOGIES INC,COLUMBIA,MD,15-1071,Computer Programmers,PROGRAMMER ANALYST,Y,54101.0,Year,0,0,2010,Computer and Mathematical Occupations
7,7,7,I-200-09232-038576,CERTIFIED-WITHDRAWN,H-1B,XPEDITE TECHNOLOGIES INC,COLUMBIA,MD,15-1071,Network and Computer Systems Administrators,SYSTEM ADMINISTRATOR,Y,51022.0,Year,0,1,2010,Computer and Mathematical Occupations
8,8,8,I-200-09240-226668,CERTIFIED-WITHDRAWN,H-1B,LIBSYS INC,NAPERVILLE,IL,15-1071,"Computer Software Engineers, Applications",SOFTWARE DEVELOPER,Y,80000.0,Year,0,0,2010,Computer and Mathematical Occupations
9,9,9,I-200-09244-433434,CERTIFIED-WITHDRAWN,H-1B,"MARLABS, INC",PISCATAWAY,NJ,15-1071,Computer Programmers,PROGRAMMER/ANALYST,Y,68000.0,Year,0,0,2010,Computer and Mathematical Occupations
10,10,10,I-200-09238-829857,CERTIFIED-WITHDRAWN,H-1B,JEFFERSON WELLS INTERNATIONAL,MILWAUKEE,WI,13-2011,Accountants and Auditors,ACCOUNTANT,Y,79955.0,Year,0,0,2010,Business and Financial Operations Occupations
11,11,11,I-200-09252-102919,CERTIFIED-WITHDRAWN,H-1B,CDC GLOBAL SERVICES INC.,FAIRFIELD,NJ,15-1071,"Computer Systems Analysts, Non R&D (ACWIA Only)",SYSTEM ANALYST,Y,65000.0,Year,0,0,2010,Computer and Mathematical Occupations
12,12,12,I-200-09253-360595,CERTIFIED-WITHDRAWN,H-1B,CDC GLOBAL SERVICES INC.,FAIRFIELD,NJ,15-1071,"Computer Systems Analysts, Non R&D (ACWIA Only)",SYSTEMS ANALYST,Y,65000.0,Year,0,0,2010,Computer and Mathematical Occupations
13,13,13,I-200-09253-751815,CERTIFIED-WITHDRAWN,H-1B,"ELEMENT115, LLC",CHICAGO,IL,15-1071,Computer Systems Engineers/Architects,SYSTEMS ENGINEER,Y,53019.2,Year,0,1,2010,Computer and Mathematical Occupations
14,14,14,I-200-09259-951645,CERTIFIED-WITHDRAWN,H-1B,TECHNOLOGY CONSULTANTS INC,FARMINGTON,MI,15-1071,Computer Systems Analysts,PROGRAMMER ANALYST,Y,64000.0,Year,0,0,2010,Computer and Mathematical Occupations
15,15,15,I-200-09259-771373,CERTIFIED-WITHDRAWN,H-1B,UNIVERSITY OF COLORADO,BOULDER,CO,15-1071,"Physical Scientists, All Other",RESEARCH ASSOCIATE,Y,66000.0,Year,0,1,2010,Computer and Mathematical Occupations
