,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
0,0,0,I-200-12272-415836,WITHDRAWN,H-1B,"LAW OFFICE OF XIN MIAO, LLC",FLUSHING,NY,23-1012,JUDICIAL LAW CLERKS,LAW CLERK,Y,38272.0,Year,0,1,2013,Legal Occupations
1,1,1,I-200-12272-343338,WITHDRAWN,H-1B,"LOGICA NORTH AMERICA, INC.",HOUSTON,TX,15-1121,COMPUTER SYSTEMS ANALYSTS,SR. TECHICAL ANALYST,Y,90688.0,Year,0,1,2013,Computer and Mathematical Occupations
2,2,2,I-200-12089-908250,CERTIFIED-WITHDRAWN,H-1B,UNIVERSITY OF SOUTH CAROLINA,COLUMBIA,SC,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,POSTDOCTORAL FELLOW,Y,38293.0,Year,0,1,2013,"Life, Physical, and Social Science Occupations"
3,3,3,I-200-11192-575436,CERTIFIED-WITHDRAWN,H-1B,PIONEER VALLEY CHINESE IMMERSION CHARTER SCHOOL,HADLEY,MA,25-3999,"TEACHERS AND INSTRUCTORS, ALL OTHER",CHINESE IMMERSION TEACHER,Y,23350.0,Year,0,1,2013,"Education, Training, and Library Occupations"
4,4,4,I-200-10295-221221,CERTIFIED-WITHDRAWN,H-1B,FLODESIGN WIND TURBINE CORP.,WALTHAM,MA,11-1021,GENERAL AND OPERATIONS MANAGERS,DIRECTOR NEW PROJECT DEVELOPMENT,Y,95971.0,Year,0,1,2013,Management Occupations
5,5,5,I-200-11158-682317,CERTIFIED-WITHDRAWN,H-1B,"ICG COMMERCE, INC.",KING OF PRUSSIA,PA,11-1021,MANAGEMENT ANALYSTS,SOURCING ASSOCIATE,Y,55910.0,Year,0,1,2013,Management Occupations
6,6,6,I-200-12228-762704,CERTIFIED-WITHDRAWN,H-1B,"APTUDE, INC.",AURORA,IL,15-1131,COMPUTER PROGRAMMERS,PROGRAMMER/ANALYST,Y,48818.0,Year,0,0,2013,Computer and Mathematical Occupations
7,7,7,I-200-10077-559810,CERTIFIED-WITHDRAWN,H-1B,FLODESIGN WIND TURBINE CORP.,WILBRAHAM,MA,11-1021,ENGINEERING MANAGERS,DIRECTOR POWER ELECTRICAL SYSTEMS,Y,103355.0,Year,0,0,2013,Management Occupations
8,8,8,I-200-11098-557923,CERTIFIED-WITHDRAWN,H-1B,FLODESIGN WIND TURBINE CORP.,WALTHAM,MA,11-1021,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF SALES & MARKETING,Y,154814.0,Year,0,1,2013,Management Occupations
9,9,9,I-200-12114-716269,CERTIFIED-WITHDRAWN,H-1B,THE SHERWIN-WILLIAMS COMPANY,CLEVELAND,OH,11-1021,,ORACLE APPLICATIONS DEVELOPER,Y,58364.0,Year,0,1,2013,Management Occupations
10,10,10,I-200-11206-670326,CERTIFIED-WITHDRAWN,H-1B,BUSINESS INTEGRA TECHNOLOGY SOLUTIONS INC.,GREENBELT,MD,15-1131,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,47258.0,Year,0,0,2013,Computer and Mathematical Occupations
11,11,11,I-200-11207-376490,CERTIFIED-WITHDRAWN,H-1B,BUSINESS INTEGRA TECHNOLOGY SOLUTIONS INC.,GREENBELT,MD,15-1131,COMPUTER PROGRAMMERS,PROGRAMMER ANALYST,Y,47258.0,Year,0,0,2013,Computer and Mathematical Occupations
12,12,12,I-200-11188-315400,CERTIFIED-WITHDRAWN,H-1B,LIFENET HEALTH,VIRGINIA BEACH,VA,15-1121,COMPUTER SYSTEMS ANALYSTS,IS BUSINESS ANALYST,Y,64022.0,Year,0,1,2013,Computer and Mathematical Occupations
13,13,13,I-200-10075-432273,CERTIFIED-WITHDRAWN,H-1B,BUSINESS INTEGRA TECHNOLOGY SOLUTIONS INC.,GREENBELT,MD,11-1021,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,NETWORK & COMPUTER SYSTEM ADMINISTRATOR,Y,50523.0,Year,0,0,2013,Management Occupations
14,14,14,I-200-11021-523290,CERTIFIED-WITHDRAWN,H-1B,TEXAS AGRILIFE RESEARCH,COLLEGE STATION,TX,11-1021,BIOLOGICAL TECHNICIANS,RESEARCH ASSISTANT,Y,27290.0,Year,0,1,2013,Management Occupations
