,Unnamed: 0,Unnamed: 0.1,CASE_NUMBER,CASE_STATUS,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_CITY,EMPLOYER_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,STATUS_APPROVE,RELOCATE,year,descrpt
0,0,0,I-200-09124-371007,CERTIFIED,H-1B,WILLISTON NORTHAMPTON SCHOOL,EASTHAMPTON,MA,25-3999,"TEACHERS AND INSTRUCTORS, ALL OTHER*",CHINESE TEACHER,Y,40400.0,Year,1,1,2011,"Education, Training, and Library Occupations"
1,1,1,I-200-09125-717448,CERTIFIED,H-1B,"NYFIX, INC.",NEW YORK,NY,15-1031,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",PROJECT MANAGER,Y,150000.0,Year,1,1,2011,Computer and Mathematical Occupations
2,2,2,I-200-09126-530125,CERTIFIED-WITHDRAWN,H-1B,TGS-NOPEC GEOPHYSICAL COMPANY,HOUSTON,TX,15-1031,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",PRINCIPAL TRAINER / DEVELOPMENT ANALYST,Y,87500.0,Year,0,1,2011,Computer and Mathematical Occupations
3,3,3,I-200-09127-370154,CERTIFIED,H-1B,"AFREN USA, INC.",THE WOODLANDS,TX,15-1031,ENGINEERING MANAGERS,DRILLING MANAGER,Y,233500.0,Year,1,1,2011,Computer and Mathematical Occupations
4,4,4,I-200-09127-334015,CERTIFIED,H-1B,"BA-INSIGHT, LLC",NEW YORK,NY,15-1031,COMPUTER SUPPORT SPECIALISTS,TECHNICAL SUPPORT ENGINEER,Y,68000.0,Year,1,0,2011,Computer and Mathematical Occupations
5,5,5,I-200-09127-916460,CERTIFIED,H-1B,"NIKE, INC.",BEAVERTON,OR,15-1031,MARKETING MANAGERS,SENIOR GLOBAL CATEGORY COMMERCE MANAGER,Y,111450.0,Year,1,1,2011,Computer and Mathematical Occupations
6,6,6,I-200-09128-435660,CERTIFIED,H-1B,PENINSULA REGIONAL MEDICAL CENTER,SALISBURY,MD,15-1031,"PHYSICIANS AND SURGEONS, ALL OTHER",ENDOCRINOLOGIST,Y,187000.0,Year,1,1,2011,Computer and Mathematical Occupations
7,7,7,I-200-09128-141686,CERTIFIED,H-1B,FIDELITY TECHNOLOGY GROUP LLC,MERRIMACK,NH,15-1031,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",SENIOR PROJECT MANAGER,Y,78728.0,Year,1,1,2011,Computer and Mathematical Occupations
8,8,8,I-200-09131-811575,CERTIFIED,H-1B,"OMS ONLINE, LLC",FORT MYERS,FL,15-1031,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS","COMPUTER SOFTWARE ENGINEER, APPLICATIONS",Y,70000.0,Year,1,1,2011,Computer and Mathematical Occupations
9,9,9,I-200-09131-501379,CERTIFIED,H-1B,"WEBSENSE, INC.",SAN DIEGO,CA,15-1031,COMPUTER SECURITY SPECIALISTS,SECURITY RESEARCHER,Y,75004.8,Year,1,1,2011,Computer and Mathematical Occupations
10,10,10,I-200-09131-737453,CERTIFIED,H-1B,"SIERRA WIRELESS AMERICA, INC.",CARLSBAD,CA,15-1031,"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",EMBEDDED SOFTWARE ENGINEER,Y,106600.0,Year,1,0,2011,Computer and Mathematical Occupations
11,11,11,I-200-09131-277350,CERTIFIED,H-1B,"DJO, LLC",VISTA,CA,15-1031,COMPUTER SYSTEMS ANALYSTS,SENIOR BUSINESS ANALYST,Y,105000.0,Year,1,1,2011,Computer and Mathematical Occupations
12,12,12,I-200-09132-211172,CERTIFIED,H-1B,"ACCELRYS SOFTWARE, INC.",SAN DIEGO,CA,15-1031,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",SOFTWARE INTEGRATION ENGINEER,Y,79850.82,Year,1,0,2011,Computer and Mathematical Occupations
13,13,13,I-200-09132-944254,CERTIFIED,H-1B,"NUANCE COMMUNICATIONS, INC.",BURLINGTON,MA,15-1031,"COMPUTER SPECIALISTS, ALL OTHER",SENIOR PROJECT MANAGER,Y,98800.0,Year,1,0,2011,Computer and Mathematical Occupations
14,14,14,I-200-09132-593472,CERTIFIED,H-1B,"RS COMPUTER ASSOCIATES, LLC",NEWARK,CA,15-1121,COMPUTER SYSTEMS ANALYSTS,TECHNICAL SUPPORT ENGINEER,Y,71000.0,Year,1,1,2011,Computer and Mathematical Occupations
15,15,15,I-200-09134-228529,CERTIFIED,H-1B,NEW YORK CITY DEPARTMENT OF EDUCATION,BROOKLYN,NY,15-1031,"MIDDLE SCHOOL TEACHERS, EXCEPT SPECIAL AND VOCATIO",MATHEMATICS TEACHER,Y,45530.0,Year,1,1,2011,Computer and Mathematical Occupations
16,16,16,I-200-09134-846024,CERTIFIED,H-1B,"MCAFEE, INC.",ST. PAUL,MN,15-1031,"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",SOFTWARE DEVELOPMENT ENGINEER,Y,105123.0,Year,1,0,2011,Computer and Mathematical Occupations
17,17,17,I-200-09134-237376,CERTIFIED,H-1B,"MCAFEE, INC.",ST. PAUL,MN,15-1031,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",SOFTWARE DEVELOPMENT ENGINEER,Y,75400.0,Year,1,0,2011,Computer and Mathematical Occupations
18,18,18,I-200-09141-801848,CERTIFIED,H-1B,"ZIFF BROTHERS INVESTMENTS, LLC",NEW YORK,NY,15-1031,FINANCIAL ANALYSTS,RESEARCH DIRECTOR (INVESTMENTS),Y,295000.0,Year,1,1,2011,Computer and Mathematical Occupations
19,19,19,I-200-09141-341876,CERTIFIED,H-1B,"ENERGY SOLUTIONS INTERNATIONAL, INC.",HOUSTON,TX,15-1031,COMPUTER SYSTEMS ANALYSTS,APPLICATIN SUPPORT DEVELOPER,Y,50348.0,Year,1,1,2011,Computer and Mathematical Occupations
20,20,20,I-200-09141-273332,WITHDRAWN,H-1B,"MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,NY,15-1031,MANAGEMENT ANALYSTS,MANAGEMENT CONSULTANT,Y,125000.0,Year,0,1,2011,Computer and Mathematical Occupations
21,21,21,I-200-09152-663352,CERTIFIED,H-1B,NATIONAL SEMICONDUCTOR CORPORATION,SANTA CLARA,CA,17-2071,ELECTRICAL ENGINEERS,SPICE MODELING ENGINEER,Y,91936.0,Year,1,1,2011,Architecture and Engineering Occupations
22,22,22,I-200-09153-156149,CERTIFIED,H-1B,"PACRIM MARKETING GROUP, INC.",HONOLULU,HI,27-3041,EDITORS,EDITOR,Y,37690.0,Year,1,1,2011,"Arts, Design, Entertainment, Sports, and Media Occupations"
23,23,23,I-200-09153-662376,CERTIFIED,H-1B,"BATTERIES PLUS, LLC.",HARTLAND,WI,15-1031,PURCHASING MANAGERS,SOURCING MANAGER,Y,70000.0,Year,1,1,2011,Computer and Mathematical Occupations
24,24,24,I-200-09154-795298,CERTIFIED,H-1B,"MCAFEE, INC.",ST. PAUL,MN,15-1031,"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",SENIOR SOFTWARE QA ENGINEER,Y,75400.0,Year,1,0,2011,Computer and Mathematical Occupations
25,25,25,I-200-09154-371126,CERTIFIED-WITHDRAWN,H-1B,JMP ENGINEERING INC,SAN ANTONIO,TX,15-1031,ELECTRICAL AND ELECTRONIC ENGINEERING TECHNICIANS,CONTROLS SPECIALIST,Y,43680.0,Year,0,1,2011,Computer and Mathematical Occupations
26,26,26,I-200-09162-614055,CERTIFIED,H-1B,"INFOJINI, INC.",COLUMBIA,MD,15-1031,SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS,SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER,Y,65811.0,Year,1,0,2011,Computer and Mathematical Occupations
27,27,27,I-200-09163-311364,DENIED,H-1B,SAMARITAN MEDICAL CENTER,WATERTOWN,NY,29-1066,PSYCHIATRISTS,PSYCHIATRIST,Y,220000.0,Year,0,1,2011,Healthcare Practitioners and Technical Occupations
